datetime,jp,jpHokk,jpToh,jpTok,jpChub,jpHoku,jpKan,jpChug,jpShi,jpKyu
2026-04-17 11:30:00+09:00,6.91,0.01,0.01,15.58,8.61,8.61,8.61,8.61,2.05,8.61
2026-04-17 12:00:00+09:00,1.0,0.01,0.01,1.5,3.0,3.0,3.0,3.0,1.0,3.0
2026-04-17 12:30:00+09:00,2.0,0.01,0.01,5.82,5.82,5.82,5.82,5.82,2.05,5.82
2026-04-17 13:00:00+09:00,7.61,0.5,0.5,8.84,8.84,8.84,8.84,8.84,6.93,8.84
2026-04-17 13:30:00+09:00,8.84,3.0,3.0,15.58,10.5,10.5,10.5,10.5,6.92,10.5
2026-04-17 14:00:00+09:00,8.4,6.97,6.97,15.65,11.0,11.0,11.0,8.84,8.45,8.84
2026-04-17 14:30:00+09:00,9.77,7.77,7.77,16.91,15.61,9.03,9.03,9.03,8.46,9.03
2026-04-17 15:00:00+09:00,11.58,10.0,10.0,17.5,16.35,9.57,9.57,9.57,8.65,9.57
2026-04-17 15:30:00+09:00,16.64,12.13,16.32,24.37,18.07,14.76,14.76,14.76,8.65,14.76
2026-04-17 16:00:00+09:00,14.89,15.0,20.0,20.0,11.92,11.92,11.92,11.92,6.94,11.92
2026-04-17 16:30:00+09:00,17.26,16.54,24.37,24.37,14.36,14.36,14.36,14.36,6.65,14.36
2026-04-17 17:00:00+09:00,17.55,25.22,25.22,25.22,13.91,13.91,13.91,13.91,6.92,13.91
2026-04-17 17:30:00+09:00,21.05,30.0,30.0,30.0,22.76,14.89,14.89,14.89,6.92,14.89
2026-04-17 18:00:00+09:00,22.96,27.07,27.07,27.07,27.06,16.35,16.35,16.35,6.93,16.35
2026-04-17 18:30:00+09:00,24.37,30.0,41.0,41.0,26.76,16.0,16.0,16.0,8.44,16.0
2026-04-17 19:00:00+09:00,24.37,30.0,30.0,30.0,21.0,16.35,16.35,16.35,6.92,16.35
2026-04-17 19:30:00+09:00,21.06,23.2,31.24,31.24,17.0,14.84,14.84,14.84,7.54,14.84
2026-04-17 20:00:00+09:00,18.6,23.2,25.07,25.07,17.62,14.84,14.84,14.84,8.45,14.84
2026-04-17 20:30:00+09:00,17.59,24.37,24.37,24.37,16.57,14.36,14.36,14.36,6.93,14.36
2026-04-17 21:00:00+09:00,17.81,24.37,24.37,24.37,17.61,13.91,13.91,13.91,6.93,13.91
2026-04-17 21:30:00+09:00,17.01,22.0,22.0,22.0,17.38,12.0,12.0,12.0,8.47,12.0
2026-04-17 22:00:00+09:00,20.73,27.5,30.0,46.97,27.28,13.91,13.91,13.91,8.44,13.91
2026-04-17 22:30:00+09:00,19.1,23.61,23.61,27.1,27.1,9.76,9.76,9.76,8.46,9.76
2026-04-17 23:00:00+09:00,18.86,27.04,27.04,27.04,27.04,9.03,9.03,9.03,8.47,9.03
2026-04-17 23:30:00+09:00,17.01,24.37,24.37,24.37,21.0,8.61,8.61,8.61,8.46,8.61
2026-04-18 00:00:00+09:00,15.54,16.33,22.0,22.0,19.95,8.84,8.84,8.84,8.45,8.84
2026-04-18 00:30:00+09:00,15.39,15.56,23.05,23.05,19.77,8.61,8.61,8.61,8.44,8.61
2026-04-18 01:00:00+09:00,15.39,16.33,19.5,22.0,20.15,8.4,8.4,8.4,8.4,8.4
2026-04-18 01:30:00+09:00,15.21,15.66,18.51,22.0,20.04,8.61,8.61,8.61,8.45,8.61
2026-04-18 02:00:00+09:00,15.4,16.72,20.0,23.34,19.98,8.65,8.65,8.65,6.92,8.65
2026-04-18 02:30:00+09:00,15.65,16.76,20.65,23.63,19.76,9.23,9.23,9.23,6.94,9.23
2026-04-18 03:00:00+09:00,16.23,16.25,20.66,23.49,20.12,8.94,8.94,8.94,8.44,8.94
2026-04-18 03:30:00+09:00,16.18,16.76,20.67,23.63,20.0,10.04,10.04,10.04,8.44,10.04
2026-04-18 04:00:00+09:00,16.52,24.21,24.21,24.21,20.0,10.08,10.08,10.08,8.62,10.08
2026-04-18 04:30:00+09:00,16.53,24.21,24.21,24.21,20.02,9.89,9.89,9.89,8.61,9.89
2026-04-18 05:00:00+09:00,16.52,24.63,24.63,26.07,26.07,11.0,11.0,11.0,8.63,11.0
2026-04-18 05:30:00+09:00,15.78,17.49,20.66,23.49,23.49,9.53,9.53,9.53,8.45,9.53
2026-04-18 06:00:00+09:00,14.8,18.0,18.0,18.37,17.56,9.03,9.03,9.03,8.45,9.03
2026-04-18 06:30:00+09:00,12.96,12.8,12.8,15.87,15.47,8.96,8.96,8.96,6.93,8.96
2026-04-18 07:00:00+09:00,9.03,8.84,8.84,14.8,11.24,8.84,8.84,8.84,6.68,8.84
2026-04-18 07:30:00+09:00,8.4,8.44,8.44,12.96,8.74,8.4,8.4,8.4,6.92,8.4
2026-04-18 08:00:00+09:00,8.44,8.42,8.42,8.67,8.67,8.64,8.64,8.64,8.62,8.64
2026-04-18 08:30:00+09:00,8.4,7.65,7.65,8.61,8.61,8.61,8.61,8.61,8.61,8.61
2026-04-18 09:00:00+09:00,7.7,7.7,7.7,8.4,8.4,8.4,8.4,8.4,8.4,8.4
2026-04-18 09:30:00+09:00,3.0,3.0,3.0,3.0,6.93,6.93,6.93,6.93,6.93,6.93
2026-04-18 10:00:00+09:00,8.62,5.0,5.0,14.68,8.4,8.4,8.4,8.4,8.4,8.4
2026-04-18 10:30:00+09:00,8.52,3.0,3.0,12.96,7.45,7.45,7.45,7.45,7.45,7.45
2026-04-18 11:00:00+09:00,8.45,5.94,5.94,12.96,6.91,6.91,6.91,6.91,6.91,6.91
2026-04-18 11:30:00+09:00,8.52,8.22,8.22,12.96,6.91,6.91,6.91,6.91,6.91,6.91
2026-04-18 12:00:00+09:00,8.52,8.24,8.24,14.34,5.0,5.0,5.0,5.0,5.0,5.0
2026-04-18 12:30:00+09:00,8.06,6.89,6.89,12.96,3.0,3.0,3.0,3.0,3.0,3.0
2026-04-18 13:00:00+09:00,3.0,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
2026-04-18 13:30:00+09:00,6.91,7.68,7.68,7.68,6.91,6.91,6.91,6.91,6.91,6.91
2026-04-18 14:00:00+09:00,7.93,7.93,7.93,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2026-04-18 14:30:00+09:00,8.45,8.46,8.46,12.96,8.4,8.4,8.4,8.4,8.4,8.4
2026-04-18 15:00:00+09:00,8.61,8.0,8.0,14.72,8.74,8.74,8.74,8.74,8.45,8.61
2026-04-18 15:30:00+09:00,8.74,8.84,8.84,14.69,8.74,8.74,8.74,8.74,8.63,8.74
2026-04-18 16:00:00+09:00,8.4,14.22,14.22,15.95,8.4,8.4,8.4,8.4,8.4,8.4
2026-04-18 16:30:00+09:00,10.5,13.0,13.0,21.0,8.61,8.61,8.61,8.61,8.61,8.61
2026-04-18 17:00:00+09:00,13.91,16.32,16.32,23.0,10.71,8.61,8.61,8.61,8.44,8.61
2026-04-18 17:30:00+09:00,14.69,17.98,17.98,23.05,14.01,9.03,9.03,9.03,8.43,9.03
2026-04-18 18:00:00+09:00,14.83,19.4,19.4,30.34,25.0,9.03,9.03,9.03,8.44,9.03
2026-04-18 18:30:00+09:00,15.52,18.0,18.0,35.83,26.11,11.01,11.01,11.01,8.61,11.01
2026-04-18 19:00:00+09:00,15.35,17.49,17.49,24.35,24.35,9.74,9.74,9.74,8.62,9.74
2026-04-18 19:30:00+09:00,15.08,16.54,16.54,23.77,18.49,9.23,9.23,9.23,8.44,9.23
2026-04-18 20:00:00+09:00,15.34,17.98,17.98,25.0,17.51,9.57,9.57,9.57,8.46,9.57
2026-04-18 20:30:00+09:00,15.0,16.54,16.54,23.49,16.99,9.03,9.03,9.03,8.44,9.03
2026-04-18 21:00:00+09:00,15.05,16.5,16.5,23.49,16.01,9.44,9.44,9.44,8.45,9.44
2026-04-18 21:30:00+09:00,14.77,16.34,16.34,23.34,15.63,10.53,10.53,10.53,8.45,10.53
2026-04-18 22:00:00+09:00,15.29,16.32,16.32,23.77,18.1,10.54,10.54,10.54,8.44,10.54
2026-04-18 22:30:00+09:00,14.69,14.0,14.0,18.37,16.78,9.87,9.87,9.87,8.44,9.87
2026-04-18 23:00:00+09:00,14.8,16.54,16.54,18.37,17.31,9.57,9.57,9.57,8.44,9.57
2026-04-18 23:30:00+09:00,14.69,16.5,16.5,19.0,15.71,8.44,8.44,8.44,8.44,8.44
2026-04-19 00:00:00+09:00,14.69,16.35,17.97,17.97,11.92,8.61,8.61,8.61,8.44,8.61
2026-04-19 00:30:00+09:00,14.19,16.31,16.31,16.31,11.36,8.61,8.61,8.61,8.42,8.61
2026-04-19 01:00:00+09:00,12.0,15.97,15.97,15.97,11.43,8.0,8.0,8.0,6.93,8.0
2026-04-19 01:30:00+09:00,12.0,15.78,15.78,15.78,11.5,8.4,8.4,8.4,8.4,8.4
2026-04-19 02:00:00+09:00,14.03,15.78,15.78,15.78,15.35,8.61,8.61,8.61,8.42,8.61
2026-04-19 02:30:00+09:00,14.41,16.55,16.55,16.55,15.43,8.84,8.84,8.84,8.45,8.84
2026-04-19 03:00:00+09:00,14.69,18.34,18.51,18.51,15.53,8.65,8.65,8.65,8.61,8.65
2026-04-19 03:30:00+09:00,14.69,17.61,17.61,17.61,15.65,8.61,8.61,8.61,8.61,8.61
2026-04-19 04:00:00+09:00,14.83,20.65,20.65,23.34,15.59,8.45,8.45,8.45,8.45,8.45
2026-04-19 04:30:00+09:00,14.83,23.0,23.0,23.0,15.65,8.61,8.61,8.61,8.61,8.61
2026-04-19 05:00:00+09:00,15.29,17.85,21.76,23.34,15.59,9.03,9.03,9.03,8.65,9.03
2026-04-19 05:30:00+09:00,14.8,18.29,18.29,18.29,15.71,8.84,8.84,8.84,8.65,8.84
2026-04-19 06:00:00+09:00,13.44,13.96,13.96,15.26,15.26,8.61,8.61,8.61,8.43,8.61
2026-04-19 06:30:00+09:00,8.62,8.24,8.24,14.56,10.79,7.52,7.52,7.52,7.52,7.52
2026-04-19 07:00:00+09:00,7.52,5.0,5.0,14.7,7.67,7.12,7.12,7.12,7.12,7.12
2026-04-19 07:30:00+09:00,6.9,0.01,0.01,14.69,5.0,5.0,5.0,5.0,5.0,5.0
2026-04-19 08:00:00+09:00,2.0,0.01,0.01,12.37,2.05,2.05,2.05,2.05,2.05,2.05
2026-04-19 08:30:00+09:00,0.02,0.01,0.01,0.93,0.93,0.93,0.93,0.93,0.93,0.93
2026-04-19 09:00:00+09:00,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2026-04-19 09:30:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-19 10:00:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-19 10:30:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-19 11:00:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-19 11:30:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-19 12:00:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2026-04-19 12:30:00+09:00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
2026-04-19 13:00:00+09:00,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-19 13:30:00+09:00,0.01,0.01,0.01,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2026-04-19 14:00:00+09:00,0.02,0.01,0.01,1.02,2.95,2.95,2.95,2.95,2.95,2.95
2026-04-19 14:30:00+09:00,0.02,0.01,0.01,0.01,5.0,5.0,5.0,5.0,5.0,5.0
2026-04-19 15:00:00+09:00,1.0,0.01,0.01,0.01,3.05,3.05,3.05,3.05,3.05,3.05
2026-04-19 15:30:00+09:00,7.01,0.01,0.01,1.0,6.92,6.92,6.92,6.92,6.92,6.92
2026-04-19 16:00:00+09:00,8.61,7.1,7.1,10.45,10.0,8.61,8.61,8.61,8.61,8.61
2026-04-19 16:30:00+09:00,11.25,8.84,8.84,14.83,10.67,8.62,8.62,8.62,8.62,8.62
2026-04-19 17:00:00+09:00,14.41,17.68,17.68,18.0,12.72,8.43,8.43,8.43,8.43,8.43
2026-04-19 17:30:00+09:00,16.23,20.29,20.29,25.0,19.5,8.65,8.65,8.65,8.44,8.65
2026-04-19 18:00:00+09:00,17.01,20.65,20.65,35.83,15.73,9.03,9.03,9.03,8.44,9.03
2026-04-19 18:30:00+09:00,18.2,20.64,20.64,49.04,16.44,11.0,11.0,11.0,8.42,11.0
2026-04-19 19:00:00+09:00,17.57,21.5,21.5,24.35,17.84,10.53,10.53,10.53,8.44,10.53
2026-04-19 19:30:00+09:00,18.2,21.02,21.02,42.0,17.32,9.69,9.69,9.69,8.45,9.69
2026-04-19 20:00:00+09:00,18.76,21.21,21.21,50.0,16.35,9.69,9.69,9.69,8.41,9.69
2026-04-19 20:30:00+09:00,18.54,20.33,20.33,45.0,25.79,8.84,8.84,8.84,8.43,8.84
2026-04-19 21:00:00+09:00,17.18,21.67,21.67,35.83,16.36,9.03,9.03,9.03,8.45,9.03
2026-04-19 21:30:00+09:00,16.5,20.64,20.64,25.0,25.0,9.03,9.03,9.03,6.92,9.03
2026-04-19 22:00:00+09:00,16.23,21.62,21.62,23.77,18.07,9.62,9.62,9.62,6.89,9.62
2026-04-19 22:30:00+09:00,15.48,20.24,20.24,20.24,16.54,9.03,9.03,9.03,6.89,9.03
2026-04-19 23:00:00+09:00,15.36,20.28,20.28,20.28,15.59,8.84,8.84,8.84,6.89,8.84
2026-04-19 23:30:00+09:00,14.69,17.98,17.98,17.98,15.43,7.13,7.13,7.13,6.89,7.13
2026-04-20 00:00:00+09:00,14.33,16.31,16.31,16.31,15.59,8.4,8.4,8.4,6.93,8.4
2026-04-20 00:30:00+09:00,12.04,15.89,15.89,15.89,15.89,8.09,8.09,8.09,6.91,8.09
2026-04-20 01:00:00+09:00,11.48,16.0,16.0,16.0,16.0,8.0,8.0,8.0,6.91,8.0
2026-04-20 01:30:00+09:00,11.23,16.08,16.08,16.08,16.08,7.79,7.79,7.79,6.91,7.79
2026-04-20 02:00:00+09:00,11.35,16.09,16.09,16.09,16.09,8.0,8.0,8.0,6.93,8.0
2026-04-20 02:30:00+09:00,13.55,16.23,16.23,16.23,16.23,8.4,8.4,8.4,6.93,8.4
2026-04-20 03:00:00+09:00,14.0,16.45,16.45,16.45,16.45,8.4,8.4,8.4,6.76,8.4
2026-04-20 03:30:00+09:00,14.36,16.92,16.92,16.92,16.92,8.4,8.4,8.4,6.81,8.4
2026-04-20 04:00:00+09:00,14.69,18.45,18.45,18.45,18.45,8.4,8.4,8.4,8.19,8.4
2026-04-20 04:30:00+09:00,14.83,19.51,19.51,19.51,19.51,8.4,8.4,8.4,8.4,8.4
2026-04-20 05:00:00+09:00,14.97,20.0,20.0,20.0,20.0,8.4,8.4,8.4,8.4,8.4
2026-04-20 05:30:00+09:00,14.81,17.66,17.66,17.66,17.66,8.61,8.61,8.61,8.51,8.61
2026-04-20 06:00:00+09:00,14.31,17.9,17.9,17.9,17.9,8.4,8.4,8.4,6.8,8.4
2026-04-20 06:30:00+09:00,11.23,9.43,9.43,16.31,16.31,8.4,8.4,8.4,6.93,8.4
2026-04-20 07:00:00+09:00,11.11,8.01,8.01,16.12,16.12,8.4,8.4,8.4,6.92,8.4
2026-04-20 07:30:00+09:00,9.44,8.17,8.17,15.58,15.58,8.61,8.61,8.61,8.61,8.61
2026-04-20 08:00:00+09:00,9.44,7.89,7.89,15.39,15.39,8.66,8.66,8.66,8.61,8.66
2026-04-20 08:30:00+09:00,8.84,7.01,7.01,15.39,15.39,8.45,8.45,8.45,8.45,8.45
2026-04-20 09:00:00+09:00,8.61,6.9,6.9,15.39,15.39,10.0,10.0,8.43,8.43,8.4
2026-04-20 09:30:00+09:00,8.33,6.89,6.89,15.04,15.04,14.46,14.46,6.93,6.93,6.93
2026-04-20 10:00:00+09:00,8.4,3.02,3.02,14.31,14.31,14.31,14.31,2.5,2.5,2.5
2026-04-20 10:30:00+09:00,8.18,2.5,2.5,11.23,11.23,11.23,11.23,2.95,2.95,0.2
2026-04-20 11:00:00+09:00,8.4,2.05,2.05,11.24,11.24,11.24,11.24,7.69,6.91,0.01
2026-04-20 11:30:00+09:00,8.4,1.01,1.01,11.23,11.23,11.23,11.23,8.65,4.61,0.01
2026-04-20 12:00:00+09:00,6.91,0.01,0.01,9.82,9.82,9.82,9.82,5.11,1.0,0.01
2026-04-20 12:30:00+09:00,6.91,0.01,0.01,10.45,10.45,9.78,9.78,6.0,2.95,0.01
2026-04-20 13:00:00+09:00,8.84,2.0,2.0,14.54,14.54,14.54,14.54,6.9,6.9,0.01
2026-04-20 13:30:00+09:00,9.03,3.01,3.01,15.13,15.13,14.46,14.46,6.92,6.92,0.01
2026-04-20 14:00:00+09:00,8.4,6.85,6.85,15.49,15.49,9.99,9.99,7.79,7.79,1.0
2026-04-20 14:30:00+09:00,9.98,7.0,7.0,16.72,16.72,13.78,13.78,8.63,8.63,4.0
2026-04-20 15:00:00+09:00,12.64,7.74,7.74,17.89,17.89,13.91,13.91,9.0,9.0,8.4
2026-04-20 15:30:00+09:00,15.78,8.84,8.84,20.5,20.5,14.33,14.33,14.33,14.33,8.84
2026-04-20 16:00:00+09:00,15.79,10.0,10.0,22.0,17.28,13.14,13.14,13.14,13.14,8.61
2026-04-20 16:30:00+09:00,18.03,14.0,14.0,25.05,25.05,13.91,13.91,13.91,13.91,9.03
2026-04-20 17:00:00+09:00,17.66,16.91,16.91,30.0,26.86,12.0,12.0,12.0,12.0,12.0
2026-04-20 17:30:00+09:00,23.01,20.0,20.0,39.5,26.89,14.36,14.36,14.36,8.61,14.36
2026-04-20 18:00:00+09:00,22.85,21.89,21.89,44.5,27.15,13.91,13.91,13.91,8.49,13.91
2026-04-20 18:30:00+09:00,23.77,16.4,20.35,49.9,27.19,14.33,14.33,14.33,8.54,14.33
2026-04-20 19:00:00+09:00,23.0,17.12,19.98,39.5,27.1,14.33,14.33,14.33,8.51,14.33
2026-04-20 19:30:00+09:00,19.17,16.03,16.34,39.99,26.97,13.78,13.78,13.78,8.45,13.78
2026-04-20 20:00:00+09:00,18.86,16.07,16.07,31.0,26.96,13.91,13.91,13.91,8.45,13.91
2026-04-20 20:30:00+09:00,17.5,15.46,15.46,26.31,16.66,13.91,13.91,13.91,8.45,13.91
2026-04-20 21:00:00+09:00,16.66,13.01,13.01,25.01,25.01,12.0,12.0,12.0,8.45,12.0
2026-04-20 21:30:00+09:00,16.44,14.81,15.0,24.21,24.21,11.31,11.31,11.31,8.43,11.31
2026-04-20 22:00:00+09:00,16.37,14.54,14.54,23.05,23.05,13.91,13.91,13.91,8.45,13.91
2026-04-20 22:30:00+09:00,15.73,9.98,9.98,19.47,19.47,10.09,10.09,10.09,6.93,10.09
2026-04-20 23:00:00+09:00,15.73,14.51,14.51,17.92,17.92,10.13,10.13,10.13,8.44,10.13
2026-04-20 23:30:00+09:00,15.29,13.01,13.01,16.75,16.75,8.44,8.44,8.44,8.44,8.44
2026-04-21 00:00:00+09:00,14.83,16.7,16.91,16.91,16.91,9.74,9.74,9.74,8.0,9.74
2026-04-21 00:30:00+09:00,14.7,15.4,15.4,16.69,16.69,9.03,9.03,9.03,6.9,9.03
2026-04-21 01:00:00+09:00,14.41,15.83,15.83,16.5,19.47,9.03,9.03,9.03,6.9,9.03
2026-04-21 01:30:00+09:00,14.33,13.22,13.22,15.85,20.18,9.03,9.03,9.03,6.9,9.03
2026-04-21 02:00:00+09:00,14.41,13.0,13.0,15.85,19.99,9.03,9.03,9.03,6.93,9.03
2026-04-21 02:30:00+09:00,14.87,16.21,16.21,16.21,20.2,9.77,9.77,9.77,6.93,9.77
2026-04-21 03:00:00+09:00,15.39,16.22,16.55,16.55,20.02,9.03,9.03,9.03,8.0,9.03
2026-04-21 03:30:00+09:00,15.85,16.26,17.76,17.76,20.0,9.74,9.74,9.74,8.41,9.74
2026-04-21 04:00:00+09:00,15.89,16.24,18.5,18.5,20.17,9.74,9.74,9.74,8.43,9.74
2026-04-21 04:30:00+09:00,16.21,16.25,20.0,20.0,20.17,9.87,9.87,9.87,8.2,9.87
2026-04-21 05:00:00+09:00,16.21,16.22,20.01,21.5,26.87,10.01,10.01,10.01,8.25,10.01
2026-04-21 05:30:00+09:00,15.91,16.21,18.5,18.5,27.09,9.72,9.72,9.72,8.19,9.72
2026-04-21 06:00:00+09:00,15.5,13.0,13.0,18.5,27.01,10.9,10.9,10.9,6.78,10.9
2026-04-21 06:30:00+09:00,15.1,16.01,16.01,17.58,26.82,8.84,8.84,8.84,6.64,8.84
2026-04-21 07:00:00+09:00,15.0,15.98,17.89,17.89,19.51,8.61,8.61,8.61,6.93,8.61
2026-04-21 07:30:00+09:00,14.62,15.95,17.89,17.89,17.89,8.25,8.25,8.25,8.25,8.25
2026-04-21 08:00:00+09:00,14.31,16.11,16.32,18.09,18.09,9.39,9.39,8.0,8.0,8.0
2026-04-21 08:30:00+09:00,11.51,15.0,15.0,19.51,19.51,8.08,8.08,6.93,6.93,0.01
2026-04-21 09:00:00+09:00,10.0,10.0,10.0,17.89,17.89,8.08,8.08,4.12,4.12,0.01
2026-04-21 09:30:00+09:00,8.84,9.06,9.06,17.89,15.33,14.41,14.41,4.45,2.95,0.01
2026-04-21 10:00:00+09:00,8.89,7.04,7.04,17.32,14.31,14.31,14.31,8.67,0.01,0.01
2026-04-21 10:30:00+09:00,8.0,2.5,2.5,15.39,11.08,11.08,11.08,6.77,0.01,0.01
2026-04-21 11:00:00+09:00,3.01,0.01,0.01,14.83,11.08,11.08,11.08,4.47,0.01,0.01
2026-04-21 11:30:00+09:00,2.95,0.01,0.01,15.62,10.73,10.73,10.73,4.95,0.01,0.01
2026-04-21 12:00:00+09:00,0.01,0.01,0.01,12.26,3.01,3.01,3.01,3.01,0.01,0.01
2026-04-21 12:30:00+09:00,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01
2026-04-21 13:00:00+09:00,0.01,0.01,0.01,0.04,2.95,2.95,2.95,2.95,0.01,0.01
2026-04-21 13:30:00+09:00,0.01,0.01,0.01,1.64,2.95,2.95,2.95,2.95,0.01,0.01
2026-04-21 14:00:00+09:00,0.01,0.01,0.01,5.0,5.0,5.0,5.0,5.0,0.02,0.01
2026-04-21 14:30:00+09:00,1.0,0.01,0.01,11.02,11.02,5.85,5.85,5.85,0.01,0.01
2026-04-21 15:00:00+09:00,5.15,0.01,0.01,14.8,14.8,7.24,7.24,5.8,0.02,0.01
2026-04-21 15:30:00+09:00,9.96,0.01,0.01,16.42,16.42,13.78,13.78,8.65,6.89,0.01
2026-04-21 16:00:00+09:00,9.5,2.95,2.95,23.0,15.0,9.82,9.82,8.64,8.42,8.4
2026-04-21 16:30:00+09:00,15.03,7.12,7.12,28.64,23.58,9.67,9.67,8.84,8.6,8.84
2026-04-21 17:00:00+09:00,18.49,8.93,8.93,40.01,23.58,11.79,11.79,11.79,11.03,11.79
2026-04-21 17:30:00+09:00,23.0,12.41,12.41,50.0,26.97,14.41,14.41,14.41,14.03,14.26
2026-04-21 18:00:00+09:00,18.2,14.99,14.99,24.01,24.01,14.0,14.0,14.0,14.0,14.0
2026-04-21 18:30:00+09:00,18.86,16.11,16.11,21.57,21.57,15.99,15.99,15.99,8.65,15.99
2026-04-21 19:00:00+09:00,17.88,15.93,15.93,19.83,19.83,15.5,15.5,15.5,8.42,15.5
2026-04-21 19:30:00+09:00,16.65,13.65,13.65,18.02,18.02,14.33,14.33,14.33,8.45,14.33
2026-04-21 20:00:00+09:00,22.94,14.33,14.33,35.83,22.94,15.29,15.29,15.29,8.61,15.29
2026-04-21 20:30:00+09:00,22.0,15.41,15.41,35.83,22.96,14.33,14.33,14.33,8.45,14.33
2026-04-21 21:00:00+09:00,19.66,14.64,14.64,28.0,26.84,14.26,14.26,14.26,8.45,14.26
2026-04-21 21:30:00+09:00,18.48,12.01,12.01,25.72,23.58,14.26,14.26,14.26,8.44,14.26
2026-04-21 22:00:00+09:00,18.86,10.21,10.21,26.31,26.31,14.33,14.33,14.33,8.45,14.33
2026-04-21 22:30:00+09:00,17.2,9.86,9.86,25.72,25.72,13.91,13.91,13.91,8.45,13.91
2026-04-21 23:00:00+09:00,17.78,9.8,9.8,25.72,25.72,13.91,13.91,13.91,8.43,13.91
2026-04-21 23:30:00+09:00,15.98,8.84,8.84,23.2,23.2,9.61,9.61,9.61,6.93,9.61
2026-04-22 00:00:00+09:00,14.69,14.88,16.36,16.36,16.36,12.0,12.0,12.0,8.65,12.0
2026-04-22 00:30:00+09:00,14.46,14.99,14.99,16.55,16.55,9.32,9.32,9.32,9.32,9.32
2026-04-22 01:00:00+09:00,13.91,9.63,9.63,17.27,17.27,9.25,9.25,9.25,9.25,9.25
2026-04-22 01:30:00+09:00,14.33,12.0,12.0,17.01,17.01,9.57,9.57,9.57,9.57,9.57
2026-04-22 02:00:00+09:00,14.53,12.0,12.0,17.41,17.41,9.74,9.74,9.74,8.52,9.74
2026-04-22 02:30:00+09:00,14.72,16.29,16.29,17.16,17.16,13.91,13.91,13.91,6.93,13.91
2026-04-22 03:00:00+09:00,15.18,14.0,14.0,18.71,18.71,9.95,9.95,9.95,8.39,9.95
2026-04-22 03:30:00+09:00,15.74,12.0,12.0,20.0,20.0,13.91,13.91,13.91,8.51,13.91
2026-04-22 04:00:00+09:00,16.23,13.01,13.01,20.08,20.08,14.26,14.26,14.26,8.48,14.26
2026-04-22 04:30:00+09:00,16.91,16.29,16.29,22.0,22.0,14.33,14.33,14.33,8.56,14.33
2026-04-22 05:00:00+09:00,17.59,14.89,14.89,27.11,27.11,14.46,14.46,14.46,8.43,14.46
2026-04-22 05:30:00+09:00,16.35,12.0,12.0,23.77,23.77,14.41,14.41,14.41,8.4,14.41
2026-04-22 06:00:00+09:00,14.83,7.82,7.82,17.87,17.87,13.91,13.91,13.91,8.65,13.91
2026-04-22 06:30:00+09:00,11.71,5.0,5.0,16.09,16.09,9.3,9.3,9.3,9.3,9.3
2026-04-22 07:00:00+09:00,9.03,1.01,1.01,14.83,14.83,9.03,9.03,9.03,8.65,9.03
2026-04-22 07:30:00+09:00,7.52,0.01,0.01,11.71,11.71,9.03,9.03,9.03,8.53,9.03
2026-04-22 08:00:00+09:00,8.0,0.01,0.01,10.85,10.85,8.61,8.61,8.61,8.53,8.61
2026-04-22 08:30:00+09:00,8.0,0.01,0.01,10.85,10.85,9.23,9.23,8.84,8.39,8.84
2026-04-22 09:00:00+09:00,8.0,0.01,0.01,11.71,11.71,11.71,11.71,8.61,8.4,8.61
2026-04-22 09:30:00+09:00,7.07,0.01,0.01,7.0,10.79,10.79,10.79,8.61,6.93,8.61
2026-04-22 10:00:00+09:00,2.9,0.01,0.01,0.1,8.65,8.65,8.65,8.65,6.86,8.65
2026-04-22 10:30:00+09:00,2.9,0.01,0.01,0.04,8.61,8.61,8.61,8.61,3.24,8.61
2026-04-22 11:00:00+09:00,5.0,0.01,0.01,1.02,8.61,8.61,8.61,8.61,6.92,8.61
2026-04-22 11:30:00+09:00,6.89,0.01,0.01,4.6,8.61,8.61,8.61,8.61,6.89,8.61
2026-04-22 12:00:00+09:00,6.0,0.01,0.01,5.31,6.54,6.54,6.54,6.54,6.54,6.54
2026-04-22 12:30:00+09:00,7.54,0.01,0.01,8.25,8.25,8.25,8.25,8.25,6.89,8.25
2026-04-22 13:00:00+09:00,9.32,0.01,0.01,13.79,13.79,13.79,13.79,13.02,6.86,8.84
